4883,b3601-mtlR
4884,b3603-lldP
4885,b3604-lldR
4886,b3605-lldD
4887,b3800-aslB
4888,b3925-glpX
4889,b3926-glpK
4890,b3927-glpF
4891,b4115-adiC
4892,b4131-cadA
4893,b4132-cadB
4894,b4264-idnR
4895,b4265-idnT
4896,b4266-idnO
4897,b4267-idnD
4898,b4268-idnK
4899,b4476-gntU
4900,b0197-metQ
4901,b0198-metI
4902,b0199-metN
4903,b0605-ahpC
4904,b0606-ahpF
4905,b1036-ycdZ
4906,b1415-aldA
4907,b1623-add
4908,b2143-cdd
4909,b2152-yeiB
4910,b2153-folE
4911,b2393-nupC
4912,b2507-guaA
4913,b2508-guaB
4914,b2551-glyA
4915,b2552-hmp
4916,b2942-metK
4917,b3008-metC
4918,b3363-ppiA
4919,b3461-rpoH
4920,b3666-uhpT
4921,b3669-uhpA
4922,b3700-recF
4923,b3701-dnaN
4924,b3702-dnaA
4925,b3741-mnmG
4926,b3742-mioC
4927,b3743-asnC
4928,b3744-asnA
4929,b3748-rbsD
4930,b3749-rbsA
4931,b3750-rbsC
4932,b3751-rbsB
4933,b3752-rbsK
4934,b3753-rbsR
4935,b3773-ilvY
4936,b3774-ilvC
4937,b3828-metR
4938,b3829-metE
4939,b3831-udp
4940,b3863-polA
4941,b3902-rhaD
4942,b3903-rhaA
4943,b3904-rhaB
4944,b3905-rhaS
4945,b3906-rhaR
4946,b3907-rhaT
4947,b3934-cytR
4948,b3938-metJ
4949,b3939-metB
4950,b3940-metL
4951,b3941-metF
4952,b4005-purD
4953,b4006-purH
4954,b4013-metA
4955,b4019-metH
4956,b0296-ykgM
4957,b0774-bioA
4958,b0776-bioF
4959,b0777-bioC
4960,b0778-bioD1
4961,b0954-fabA
4962,b1857-znuA
4963,b1858-znuC
4964,b1859-znuB
4965,b1973-zinT
4966,b2323-fabB
4967,b3412-bioH
4968,b3963-fabR
4969,b3973-birA
4970,b4002-zraP
4971,b4003-zraS
4972,b4004-zraR
4973,b4014-aceB
4974,b4015-aceA
4975,b4016-aceK
4976,b4018-iclR
4977,b4046-zur
4978,b0460-hha
4979,b0461-tomB
4980,b1492-gadC
4981,b1493-gadB
4982,b1552-cspI
4983,b1611-fumC
4984,b3207-yrbL
4985,b3212-gltB
4986,b3213-gltD
4987,b3214-gltF
4988,b3528-dctA
4989,b4042-dgkA
4990,b4062-soxS
4991,b4063-soxR
4992,b4085-alsE
4993,b4086-alsC
4994,b4087-alsA
4995,b4088-alsB
4996,b4089-rpiR
4997,b4090-rpiB
4998,b4113-basR
4999,b4116-adiY
5000,b4117-adiA
5001,b4118-melR
5002,b4119-melA
5003,b4120-melB
5004,b4122-fumB
5005,b4123-dcuB
5006,b4124-dcuR
5007,b4151-frdD
5008,b4152-frdC
5009,b4153-frdB
5010,b4154-frdA
5011,b4191-ulaR
5012,b4192-ulaG
5013,b4193-ulaA
5014,b4194-ulaB
5015,b4195-ulaC
5016,b4196-ulaD
5017,b4197-ulaE
5018,b4198-ulaF
5019,b0032-carA
5020,b0033-carB
5021,b0750-nadA
5022,b0751-pnuC
5023,b0931-pncB
5024,b1260-trpA
5025,b1261-trpB
5026,b1262-trpC
5027,b1263-trpGD
5028,b1264-trpE
5029,b1265-trpL
5030,b1704-aroH
5031,b2574-nadB
5032,b4239-treC
5033,b4240-treB
5034,b4241-treR
5035,b4260-pepA
5036,b4321-gntP
5037,b4357-lgoR
5038,b4390-nadR
5039,b4393-trpR
5040,b2091-gatD
5041,b2092-gatC
5042,b2093-gatB
5043,b2094-gatA
5044,b2095-gatZ
5045,b2096-gatY
5046,b2464-talA
5047,b4398-creB
5048,b4400-creD
5049,b4480-hdfR
5055,b0001-thrL
5056,b0002-thrA
5057,b0003-thrB
5058,b0004-thrC
5059,b0005-yaaX
5060,b0006-yaaA
5061,b0007-yaaJ
5062,b0008-talB
5063,b0009-mog
5064,b0010-satP
5065,b0011-yaaW
5066,b0013-yaaI
5067,b0014-dnaK
5068,b0015-dnaJ
5069,b0016-insL1
5070,b0022-insA1
5071,b0023-rpsT
5072,b0024-yaaY
5073,b0025-ribF
5074,b0026-ileS
5075,b0027-lspA
5076,b0028-fkpB
5077,b0029-ispH
5078,b0030-rihC
5079,b0031-dapB
5080,b0045-yaaU
5081,b0046-kefF
5082,b0047-kefC
5083,b0049-apaH
5084,b0050-apaG
5085,b0051-rsmA
5086,b0052-pdxA
5087,b0053-surA
5088,b0054-lptD
5089,b0055-djlA
5090,b0058-rluA
5091,b0059-rapA
5092,b0060-polB
5093,b0061-araD
5094,b0062-araA
5095,b0063-araB
5096,b0064-araC
5097,b0065-yabI
5098,b0071-leuD
5099,b0072-leuC
5100,b0073-leuB
5101,b0074-leuA
5102,b0075-leuL
5103,b0077-ilvI
5104,b0078-ilvH
5105,b0080-cra
5106,b0081-mraZ
5107,b0082-rsmH
5108,b0083-ftsL
5109,b0084-ftsI
5110,b0085-murE
5111,b0086-murF
5112,b0087-mraY
5113,b0088-murD
5114,b0089-ftsW
5115,b0090-murG
5116,b0091-murC
5117,b0092-ddlB
5118,b0096-lpxC
5119,b0097-secM
5120,b0098-secA
5121,b0099-mutT
5122,b0101-yacG
5123,b0102-zapD
5124,b0103-coaE
5125,b0104-guaC
5126,b0106-hofC
5127,b0107-hofB
5128,b0108-ppdD
5129,b0109-nadC
5130,b0110-ampD
5131,b0111-ampE
5132,b0113-pdhR
5133,b0114-aceE
5134,b0115-aceF
5135,b0116-lpdA
5136,b0117-yacH
5137,b0118-acnB
5138,b0119-yacL
5139,b0120-speD
5140,b0121-speE
5141,b0122-yacC
5142,b0124-gcd
5143,b0125-hpt
5144,b0126-can
5145,b0127-yadG
5146,b0128-yadH
5147,b0129-yadI
5148,b0130-yadE
5149,b0131-panD
5150,b0132-yadD
5151,b0133-panC
5152,b0134-panB
5153,b0135-yadC
5154,b0136-yadK
5155,b0137-yadL
5156,b0138-yadM
5157,b0139-htrE
5158,b0140-yadV
5159,b0141-yadN
5160,b0142-folK
5161,b0143-pcnB
5162,b0144-gluQ
5163,b0145-dksA
5164,b0146-sfsA
5165,b0147-thpR
5166,b0148-hrpB
5167,b0149-mrcB
5168,b0150-fhuA
5169,b0151-fhuC
5170,b0152-fhuD
5171,b0153-fhuB
5172,b0154-hemL
5173,b0155-clcA
5174,b0156-erpA
5175,b0157-yadS
5176,b0158-btuF
5177,b0159-mtnN
5178,b0160-dgt
5179,b0161-degP
5180,b0163-yaeH
5181,b0164-yaeI
5182,b0166-dapD
5183,b0167-glnD
5184,b0168-map
5185,b0169-rpsB
5186,b0170-tsf
5187,b0171-pyrH
5188,b0172-frr
5189,b0173-dxr
5190,b0174-ispU
5191,b0175-cdsA
5192,b0176-rseP
5193,b0177-bamA
5194,b0178-skp
5195,b0179-lpxD
5196,b0180-fabZ
5197,b0181-lpxA
5198,b0182-lpxB
5199,b0183-rnhB
5200,b0184-dnaE
5201,b0185-accA
5202,b0186-ldcC
5203,b0187-yaeR
5204,b0188-tilS
5205,b0189-rof
5206,b0190-yaeQ
5207,b0191-arfB
5208,b0192-nlpE
5209,b0193-yaeF
5210,b0194-proS
5211,b0195-tsaA
5212,b0196-rcsF
5213,b0200-gmhB
5214,b0207-dkgB
5215,b0208-yafC
5216,b0209-yafD
5217,b0210-yafE
5218,b0211-mltD
5219,b0212-gloB
5220,b0213-yafS
5221,b0214-rnhA
5222,b0215-dnaQ
5223,b0217-yafT
5224,b0218-yafU
5225,b0219-yafV
5226,b0220-ivy
5227,b0221-fadE
5228,b0222-gmhA
5229,b0223-yafJ
5234,b0224-yafK
5235,b0227-yafL
5236,b0228-rayT
5237,b0229-lfhA
5238,b0230-lafU
5239,b0231-dinB
5240,b0232-yafN
5241,b0233-yafO
5242,b0234-yafP
5243,b0235-ykfJ
5244,b0236-prfH
5245,b0237-pepD
5246,b0238-gpt
5247,b0239-frsA
5248,b0240-crl
5249,b0241-phoE
5250,b0242-proB
5251,b0243-proA
5252,b0245-ykfI
5253,b0246-yafW
5254,b0247-ykfG
5255,b0248-yafX
5256,b0249-ykfF
5257,b0250-ykfB
5258,b0251-yafY
5259,b0252-yafZ
5260,b0253-ykfA
5261,b0254-perR
5262,b0258-ykfC
5263,b0260-mmuP
5264,b0261-mmuM
5265,b0262-fbpC
5266,b0263-fbpB
5267,b0266-yagB
5268,b0267-yagA
5269,b0268-yagE
5270,b0269-yagF
5271,b0270-yagG
5272,b0271-yagH
5273,b0272-yagI
5286,b0273-argF
5287,b0276-yagJ
5288,b0278-yagL
5289,b0279-yagM
5290,b0280-yagN
5291,b0281-intF
5292,b0283-yagQ
5293,b0284-yagR
5294,b0285-yagS
5295,b0286-yagT
5296,b0287-yagU
5297,b0288-ykgJ
5298,b0289-ecpE
5299,b0290-ecpD
5300,b0291-ecpC
5301,b0292-ecpB
5302,b0295-ykgL
5303,b0297-eaeH
5304,b0300-ykgA
5305,b0306-ykgE
5306,b0307-ykgF
5307,b0308-ykgG
5308,b0310-ykgH
5309,b0315-yahA
5310,b0316-yahB
5311,b0317-yahC
5312,b0318-yahD
5313,b0319-yahE
5314,b0320-yahF
5315,b0321-yahG
5316,b0323-yahI
5317,b0324-yahJ
5318,b0325-yahK
5319,b0326-yahL
5320,b0327-yahM
5321,b0328-yahN
5322,b0329-yahO
5323,b0331-prpB
5324,b0336-codB
5325,b0337-codA
5326,b0353-mhpT
5327,b0354-yaiL
5328,b0355-frmB
5329,b0356-frmA
5330,b0357-frmR
5331,b0358-yaiO
5332,b0363-yaiP
5333,b0364-yaiS
5334,b0369-hemB
5335,b0375-yaiV
5336,b0376-ampH
5337,b0377-sbmA
5338,b0378-yaiW
5339,b0379-yaiY
5340,b0380-yaiZ
5341,b0381-ddlA
5342,b0382-iraP
5343,b0383-phoA
5344,b0384-psiF
5345,b0385-adrA
5358,b0386-proC
5359,b0387-yaiI
5360,b0391-yaiE
5361,b0392-ykiA
5362,b0393-rdgC
5363,b0394-mak
5364,b0396-araJ
5365,b0397-sbcC
5366,b0398-sbcD
5367,b0399-phoB
5368,b0400-phoR
5369,b0401-brnQ
5370,b0402-proY
5371,b0404-acpH
5372,b0405-queA
5373,b0406-tgt
5374,b0407-yajC
5375,b0408-secD
5376,b0409-secF
5377,b0410-yajD
5378,b0412-yajI
5379,b0414-ribD
5380,b0415-ribE
5381,b0416-nusB
5382,b0417-thiL
5383,b0418-pgpA
5384,b0419-yajO
5385,b0420-dxs
5386,b0421-ispA
5387,b0422-xseB
5388,b0423-thiI
5389,b0424-yajL
5390,b0425-panE
5391,b0426-yajQ
5392,b0427-yajR
5393,b0428-cyoE
5394,b0429-cyoD
5395,b0430-cyoC
5396,b0431-cyoB
5397,b0432-cyoA
5398,b0433-ampG
5399,b0434-yajG
5400,b0436-tig
5401,b0437-clpP
5402,b0438-clpX
5403,b0439-lon
5404,b0440-hupB
5405,b0441-ppiD
5406,b0442-ybaV
5407,b0443-fadM
5408,b0444-queC
5409,b0445-ybaE
5410,b0446-cof
5411,b0447-ybaO
5412,b0448-mdlA
5413,b0449-mdlB
5414,b0450-glnK
5415,b0451-amtB
5416,b0452-tesB
5417,b0453-ybaY
5418,b0454-atl
5419,b0456-ybaA
5420,b0457-ylaB
5421,b0458-ylaC
5422,b0459-maa
5423,b0462-acrB
5424,b0465-mscK
5425,b0466-ybaM
5426,b0467-priC
5427,b0468-ybaN
5428,b0469-apt
5429,b0470-dnaX
5430,b0471-ybaB
5431,b0472-recR
5432,b0474-adk
5433,b0475-hemH
5434,b0476-aes
5435,b0477-gsk
5436,b0478-ybaL
5437,b0479-fsr
5438,b0480-ushA
5439,b0481-ybaK
5440,b0482-ybaP
5441,b0483-ybaQ
5442,b0485-glsA1
5443,b0486-ybaT
5444,b0488-ybbJ
5445,b0489-qmcA
5446,b0490-fetA
5447,b0491-fetB
5448,b0492-ybbN
5449,b0493-ybbO
5450,b0494-tesA
5451,b0495-ybbA
5452,b0496-ybbP
5453,b0497-rhsD
5454,b0498-ybbC
5455,b0499-ylbH
5456,b0501-ybbD
5457,b0502-ylbG
5466,b0503-selU
5467,b0518-fdrA
5468,b0520-ylbF
5469,b0521-arcC
5470,b0522-purK
5471,b0523-purE
5472,b0524-lpxH
5473,b0525-ppiB
5474,b0526-cysS
5475,b0527-ybcI
5476,b0528-ybcJ
5477,b0529-folD
5478,b0530-sfmA
5479,b0531-sfmC
5480,b0532-sfmD
5481,b0533-sfmH
5482,b0534-sfmF
5483,b0535-fimZ
5484,b0537-intD
5485,b0539-exoD
5486,b0542-renD
5487,b0543-emrE
5488,b0544-ybcK
5489,b0545-ybcL
5490,b0546-ybcM
5491,b0547-ybcN
5492,b0548-ninE
5493,b0549-ybcO
5494,b0550-rusA
5495,b0551-quuD
5496,b0554-essD
5497,b0555-rrrD
5498,b0556-rzpD
5499,b0557-borD
5500,b0558-ybcV
5501,b0559-ybcW
5502,b0561-tfaD
5503,b0562-ybcY
5504,b0563-tfaX
5505,b0565-ompT
5506,b0567-ybcH
5507,b0568-nfrA
5508,b0569-nfrB
5509,b0576-pheP
5510,b0577-ybdG
5511,b0578-nfsB
5512,b0579-ybdF
5513,b0580-ybdJ
5514,b0581-ybdK
5515,b0583-entD
5532,b0584-fepA
5533,b0585-fes
5534,b0586-entF
5535,b0587-fepE
5536,b0588-fepC
5537,b0589-fepG
5538,b0590-fepD
5539,b0591-entS
5540,b0592-fepB
5541,b0593-entC
5542,b0594-entE
5543,b0595-entB
5544,b0596-entA
5545,b0597-entH
5546,b0598-cstA
5547,b0599-ybdH
5548,b0600-ybdL
5549,b0601-ybdM
5550,b0602-ybdN
5551,b0603-ybdO
5552,b0604-dsbG
5553,b0607-uspG
5554,b0608-ybdR
5555,b0610-rnk
5556,b0611-rna
5557,b0612-citT
5558,b0621-dcuC
5559,b0622-pagP
5560,b0624-crcB
5561,b0627-tatE
5562,b0628-lipA
5563,b0629-ybeF
5564,b0630-lipB
5565,b0631-ybeD
5566,b0632-dacA
5567,b0633-rlpA
5568,b0634-mrdB
5569,b0635-mrdA
5570,b0636-rlmH
5571,b0637-rsfS
5572,b0638-cobC
5573,b0639-nadD
5574,b0640-holA
5575,b0641-lptE
5576,b0642-leuS
5577,b0643-ybeL
5578,b0644-ybeQ
5579,b0645-ybeR
5580,b0646-djlB
5581,b0647-ybeT
5586,b0648-ybeU
5587,b0649-djlC
5588,b0650-hscC
5589,b0651-rihA
5590,b0652-gltL
5591,b0653-gltK
5592,b0654-gltJ
5593,b0655-gltI
5594,b0657-lnt
5595,b0658-corC
5596,b0659-ybeY
5597,b0660-ybeZ
5598,b0661-miaB
5599,b0662-ubiF
5600,b0674-asnB
5601,b0675-nagD
5602,b0676-nagC
5603,b0677-nagA
5604,b0678-nagB
5605,b0679-nagE
5606,b0680-glnS
5607,b0681-chiP
5608,b0682-chiQ
5609,b0683-fur
5610,b0684-fldA
5611,b0685-ybfE
5612,b0686-ybfF
5613,b0687-seqA
5614,b0688-pgm
5615,b0689-ybfP
5616,b0691-ybfG
5617,b0692-potE
5618,b0693-speF
5619,b0695-kdpD
5620,b0699-ybfA
5621,b0700-rhsC
5622,b0702-ybfB
5623,b0703-ybfO
5624,b0704-ybfC
5625,b0705-ybfL
5626,b0706-ybfD
5627,b0707-ybgA
5628,b0708-phrB
5629,b0709-dtpD
5630,b0710-ybgI
5631,b0711-ybgJ
5632,b0712-ybgK
5633,b0713-ybgL
5634,b0714-nei
